iter,loss_total,loss_pde,loss_ic,loss_bc
230,1.583600048611174e-07,3.07499456124969e-08,7.50171226681741e-08,9.526307716181675e-08
231,1.5689010789325277e-07,3.023618428487515e-08,7.454667192827526e-08,9.40557003105799e-08
232,1.546839476724216e-07,2.9514051494089414e-08,7.372641566101639e-08,9.266691965448448e-08
233,1.5378491358684774e-07,2.8962412741773206e-08,7.334739371222364e-08,9.334927706261913e-08
234,1.526892568543519e-07,2.8657719120189307e-08,7.298086232362225e-08,9.222845982022027e-08
235,1.5191187826410212e-07,2.8348540511221455e-08,7.265502956433238e-08,9.215151095144803e-08
236,1.5100249806835196e-07,2.7962018069342135e-08,7.221537618322482e-08,9.247383801685457e-08
237,1.5042889222237236e-07,2.786357694147994e-08,7.187203313219107e-08,9.246396475688826e-08
238,1.494669775012713e-07,2.7629476385846346e-08,7.125163877625395e-08,9.295789470738158e-08
239,1.4874678448135221e-07,2.7550854561287533e-08,7.074703440199111e-08,9.316554678480739e-08
240,1.4825914488831177e-07,2.754255453760126e-08,7.045924065884028e-08,9.284007893360674e-08
241,1.4787918179676963e-07,2.7566682464780844e-08,7.029127754978013e-08,9.216353908380052e-08
242,1.4710057470558046e-07,2.7503384094479936e-08,6.99407450667634e-08,9.125260268889371e-08
243,1.4610215712734882e-07,2.7286451079948295e-08,6.954954536458728e-08,9.030177306237901e-08
244,1.4453050406982382e-07,2.689761912305342e-08,6.888779274575187e-08,8.92378572486555e-08
245,1.4269855321013823e-07,2.6505861114278374e-08,6.785845697242629e-08,8.914697930110944e-08
246,1.4167675016531407e-07,2.6683736527879527e-08,6.710363056756836e-08,8.851850205523074e-08
247,1.397202971910718e-07,2.6560196814485598e-08,6.594526099128683e-08,8.758586186429609e-08
248,1.3798679487430436e-07,2.6307799805531058e-08,6.500131974740872e-08,8.687483529136065e-08
249,1.3741625011865618e-07,2.6197713181574385e-08,6.46114609670429e-08,8.717310626183061e-08
250,1.3626443705191304e-07,2.5993672190894253e-08,6.390142646739477e-08,8.728915088085444e-08
251,1.3536732729439752e-07,2.59238919610666e-08,6.32644758739355e-08,8.74828234693817e-08
252,1.338888188739592e-07,2.5910856768058732e-08,6.220987927436464e-08,8.74290974407097e-08
253,1.3316990459812566e-07,2.6362830557881305e-08,6.156846385887272e-08,8.630232005810259e-08
254,1.320913730175526e-07,2.641508998460483e-08,6.079165643166282e-08,8.60618478248505e-08
255,1.3152486907713422e-07,2.623287953142176e-08,6.057946078779213e-08,8.57010753441565e-08
256,1.297656652868486e-07,2.562594423579773e-08,5.985020164582835e-08,8.512039861499295e-08
257,1.2704966159950202e-07,2.4843358870844275e-08,5.852022077204923e-08,8.471894399839417e-08
258,1.2611493134892813e-07,2.2964765998651675e-08,5.6660060837539996e-08,9.84338088058514e-08
259,1.21472243796247e-07,2.3770328897687522e-08,5.526847678867424e-08,8.460906552043308e-08
260,1.2013219943765836e-07,2.394449547957677e-08,5.4594511216612086e-08,8.231406236743636e-08
261,1.1926773669930582e-07,2.4086044673627584e-08,5.414149406023281e-08,8.081757799806025e-08
262,1.1876758084144213e-07,2.408830846162543e-08,5.366562685702182e-08,8.141498071546655e-08
263,1.1831900423721914e-07,2.3969428928720075e-08,5.342169530756454e-08,8.14388375626683e-08
264,1.1603849603949889e-07,2.3491605687834027e-08,5.2120302070547935e-08,8.139499492547141e-08
265,1.1498024951492753e-07,2.3393269640445436e-08,5.1572024964662346e-08,8.059211333587213e-08
266,1.141440933566133e-07,2.350156198667029e-08,5.0872481715430515e-08,8.066464592381247e-08
267,1.1289110698116262e-07,2.3541903765474837e-08,5.0064667591449876e-08,7.995513086525075e-08
268,1.1212083821128802e-07,2.3496455408673932e-08,4.962179397534035e-08,7.950443305026868e-08
269,1.0983542409900384e-07,2.346819742950388e-08,4.830730955502579e-08,7.775256027711656e-08
270,1.0744194817442707e-07,2.3788360459630137e-08,4.6671306382046084e-08,7.594635277043836e-08
271,1.0414838799218655e-07,2.3858135115301957e-08,4.466532368226784e-08,7.359074770324529e-08
272,1.024994780142746e-07,2.3757120860952714e-08,4.333146113794703e-08,7.471893218731148e-08
273,1.0058555703490559e-07,2.3740642382706558e-08,4.2280390808501906e-08,7.295571442559609e-08
274,9.99108955800401e-08,2.3242922768182253e-08,4.236410786842968e-08,7.181225700638679e-08
275,9.925300586190194e-08,2.271193319640432e-08,4.2300574653077496e-08,7.165790578340155e-08
276,9.813879463760943e-08,2.2104492216277897e-08,4.2082594827923014e-08,7.084898595442966e-08
277,9.680218837810418e-08,2.1652471567116003e-08,4.169005453795796e-08,6.950189644112709e-08
278,9.62464507781299e-08,2.1708904488512847e-08,4.137127801586009e-08,6.882351095113184e-08
279,9.537550479216154e-08,2.1824601301598724e-08,4.067444584595582e-08,6.871631262335453e-08
280,9.476257046035993e-08,2.1925672855227953e-08,4.013660041265574e-08,6.881957133828758e-08
281,9.380262099750936e-08,2.1969473180355647e-08,3.945491610210758e-08,6.856382058887646e-08
282,9.217775070305392e-08,2.1807705752274228e-08,3.864926203694599e-08,6.717826208827177e-08
283,8.939100313411959e-08,2.118688944768448e-08,3.7562229540233894e-08,6.455806019820106e-08
284,8.899444756775212e-08,2.1065305610603895e-08,3.735852130104847e-08,6.457939062396977e-08
285,8.720326972609329e-08,2.0585606521825973e-08,3.671822440196469e-08,6.289639136488542e-08
286,8.69202333919886e-08,2.0242176355087885e-08,3.683292814932808e-08,6.251480568464323e-08
287,8.645230829423049e-08,1.991664593373748e-08,3.6694710053599536e-08,6.270216127915948e-08
288,8.615169330110551e-08,1.966442927953814e-08,3.667950544609833e-08,6.259466686589761e-08
289,8.541394297408246e-08,1.9249700195773277e-08,3.658813096862818e-08,6.182279043692992e-08
290,8.442368203575298e-08,1.891560101774378e-08,3.6341069932937e-08,6.058589967449906e-08
291,8.405807779435646e-08,1.8731484241883777e-08,3.6280169431603225e-08,6.020374008771297e-08
292,8.335081625652868e-08,1.882819574058499e-08,3.57681253462303e-08,5.981591826166979e-08
293,8.285916588025737e-08,1.895082400724925e-08,3.534469786741484e-08,5.969306069400461e-08
294,8.229456830114171e-08,1.894879080336401e-08,3.497663979178063e-08,5.947429761240194e-08
295,8.141309656863245e-08,1.870798162447745e-08,3.4570313810232306e-08,5.91560580691881e-08
296,8.07530589365702e-08,1.818546955428749e-08,3.397743035293485e-08,6.181185215581628e-08
297,7.956185307586188e-08,1.7818759281338044e-08,3.382895048368185e-08,5.9385114850447875e-08
298,7.896025944369942e-08,1.7716413341760057e-08,3.345689832776978e-08,5.943565613941679e-08
299,7.85550767025581e-08,1.74703170546876e-08,3.339181259237762e-08,5.9163708825216925e-08
300,7.764587230855469e-08,1.7328226964817048e-08,3.2949457548596025e-08,5.8544701850052434e-08
301,7.626989754692692e-08,1.721027137761623e-08,3.2387231652152095e-08,5.665032871848161e-08
302,7.547217460577659e-08,1.754236190980507e-08,3.17492578431631e-08,5.5665754453962846e-08
303,7.472479993404277e-08,1.755600448740884e-08,3.1402678346878134e-08,5.455464389434442e-08
304,7.384381485365248e-08,1.739171755863525e-08,3.102411488692079e-08,5.378927912212207e-08
305,7.307780693729945e-08,1.719894577904297e-08,3.066092730028189e-08,5.350251411010946e-08
306,7.265895221127011e-08,1.6860965086687416e-08,3.0623372129834284e-08,5.3388334782503855e-08
307,7.19585080911088e-08,1.6455129139011552e-08,3.044661520542138e-08,5.3187626026892065e-08
308,7.082188949747513e-08,1.6073643870207555e-08,2.991977275648315e-08,5.3070658585857554e-08
309,7.052597610626772e-08,1.5881894392907686e-08,2.972488164832865e-08,5.371293890044512e-08
310,6.983350281835536e-08,1.5879918670652693e-08,2.9253730817765932e-08,5.354889785426965e-08
311,6.934500465478702e-08,1.599539436930325e-08,2.886077909748843e-08,5.330218795685106e-08
312,6.899208021981722e-08,1.602535717442801e-08,2.8548200029000697e-08,5.3487706599213634e-08
313,6.793191320268522e-08,1.6082895224399524e-08,2.7905797959559944e-08,5.257437413471838e-08
314,6.69319457966098e-08,1.5998870406515746e-08,2.7323500419188648e-08,5.212683481192758e-08
315,6.595384545758832e-08,1.578836491169537e-08,2.6771753644642154e-08,5.2095264839850315e-08
316,6.519593188356491e-08,1.556171062814682e-08,2.638279952796521e-08,5.211158460795567e-08
317,6.463869863845358e-08,1.5346996859853718e-08,2.6188418390969514e-08,5.181832238059293e-08
318,6.370816648089152e-08,1.5219353040380534e-08,2.5649045336643148e-08,5.158197271226794e-08
319,6.325997459391385e-08,1.5222315461412516e-08,2.5327736195867527e-08,5.1547361683284516e-08
320,6.292567961539148e-08,1.520873980222638e-08,2.5064624032137514e-08,5.17096828473541e-08
321,6.2699390308306e-08,1.4650109411332109e-08,2.5091927905988046e-08,5.286319469781618e-08
322,6.188052876697815e-08,1.465216020515587e-08,2.4710773690665867e-08,5.170394875164446e-08
323,6.089992442908901e-08,1.4455241537326446e-08,2.420790699943845e-08,5.1346080081348205e-08
324,6.030077717206996e-08,1.4273419370786124e-08,2.390480498162076e-08,5.1345772557964275e-08
325,5.947758754583478e-08,1.4168087119171321e-08,2.3485673051333185e-08,5.079442258211488e-08
326,5.8879237139991623e-08,1.4290429840107237e-08,2.3013389510353984e-08,5.051831454618297e-08
327,5.8283670639650716e-08,1.4305252268848928e-08,2.2604465409926063e-08,5.033254629787742e-08
328,5.812930507002618e-08,1.4242146691278917e-08,2.2550243621057916e-08,5.0267508705990585e-08
329,5.765459099541297e-08,1.3855875240563415e-08,2.2570577967800852e-08,4.9811846293868095e-08
330,5.687316154112725e-08,1.3623466224402553e-08,2.232835990281099e-08,4.896815876365341e-08
331,5.643419318548727e-08,1.3539144725243176e-08,2.217279630676998e-08,4.8418317783644504e-08
332,5.603844351027377e-08,1.3507091067285702e-08,2.1931288143972283e-08,4.82960657570318e-08
333,5.489248890446917e-08,1.3081216591084048e-08,2.150424158261825e-08,4.7778654993561054e-08
334,5.380292106241896e-08,1.2827259958892482e-08,2.0725281358231577e-08,4.8704955000411354e-08
335,5.297257397198655e-08,1.2348100298773686e-08,2.0598826845642637e-08,4.801183524475694e-08
336,5.269720554094172e-08,1.2215216079579172e-08,2.0522492328227525e-08,4.786545984902278e-08
337,5.2251551337638837e-08,1.2063122156597293e-08,2.036475710807348e-08,4.756637782809069e-08
338,5.173253703030315e-08,1.1947251197702812e-08,2.0179370485712657e-08,4.698741098946122e-08
339,5.157860957555979e-08,1.1957845280341248e-08,2.0104488469816885e-08,4.6746968429727447e-08
340,5.08876942138437e-08,1.1858698172441163e-08,1.9812085951054965e-08,4.6006343798864244e-08
341,5.0682874107945724e-08,1.1803146524828433e-08,1.9737948392873718e-08,4.5821583010976734e-08
342,5.0478034570659564e-08,1.1755647221888e-08,1.9636451481047434e-08,4.575262456349108e-08
343,4.996278198243019e-08,1.167748520780523e-08,1.9376050211427193e-08,4.544492716397699e-08
344,4.931714698189609e-08,1.1737734854246786e-08,1.8762390586960214e-08,4.59883959351939e-08
345,4.8683846214270085e-08,1.192064678006479e-08,1.8391049621209306e-08,4.479467569633085e-08
346,4.839583176048608e-08,1.1839534869402804e-08,1.828941817713396e-08,4.453248183853836e-08
347,4.82174949700646e-08,1.1854584701788258e-08,1.8161060584102302e-08,4.446716171583449e-08
348,4.810478165420358e-08,1.1854358204039574e-08,1.8081780809300894e-08,4.445404670884611e-08
349,4.7776219060263745e-08,1.1839833675989897e-08,1.785979163955843e-08,4.442097598540646e-08
350,4.749419862172383e-08,1.167128932352047e-08,1.7678898171139886e-08,4.495140507908171e-08
351,4.7173203427503805e-08,1.158983205466602e-08,1.7562066522516927e-08,4.464338080550539e-08
352,4.689100921058781e-08,1.1448710868731269e-08,1.7493191374631828e-08,4.4462342728830586e-08
353,4.651294275113212e-08,1.1220729697955812e-08,1.741393354136496e-08,4.430196936742814e-08
354,4.595694647785776e-08,1.0942329158520345e-08,1.724752318624944e-08,4.411209885853372e-08
355,4.581839703304813e-08,1.1165607094530949e-08,1.6652800746667397e-08,4.590000351747106e-08
356,4.495865717799902e-08,1.080609184490442e-08,1.6644200713979163e-08,4.398872429121288e-08
357,4.4766297730713834e-08,1.0739643211764766e-08,1.6568610706310595e-08,4.390319740247725e-08
358,4.449632522132844e-08,1.0646073595841166e-08,1.643563324767593e-08,4.392923068649659e-08
359,4.400454437758426e-08,1.0467378281971064e-08,1.6217540290056876e-08,4.3878897914595236e-08
360,4.338042395360042e-08,1.0177932868451876e-08,1.596347686824756e-08,4.39378564400649e-08
361,4.2755528270223724e-08,9.983498370876343e-09,1.5730583542910366e-08,4.3507911481185e-08
362,4.249505712652506e-08,9.909176042291982e-09,1.552277393150818e-08,4.3898941926928244e-08
363,4.212553304141184e-08,9.910933270772775e-09,1.5325666472105933e-08,4.3507808676353155e-08
364,4.1997907422443895e-08,9.890643753470868e-09,1.526344313182011e-08,4.342296399221182e-08
365,4.155835280513518e-08,9.947397797861822e-09,1.4943367043633044e-08,4.320500042989067e-08
366,4.106211355773027e-08,9.954334498451104e-09,1.4619109882192375e-08,4.298268638138596e-08
367,4.0813754679906906e-08,1.0070505728994567e-08,1.4303233480778777e-08,4.3257808409606294e-08
368,4.035727256736972e-08,1.0156231237999572e-08,1.394068284404561e-08,4.308904089288166e-08
369,4.00530958832585e-08,1.0109845479931628e-08,1.375832387022595e-08,4.3062594483386764e-08
370,3.948161592786487e-08,9.870326928196195e-09,1.3552603686541889e-08,4.287173683006212e-08
371,3.9113447026034307e-08,9.563751116125585e-09,1.3553179115334054e-08,4.2627594708856806e-08
372,3.877063753658272e-08,9.319436554498354e-09,1.352306822172911e-08,4.240435272349017e-08
373,3.784779891052985e-08,8.674778488344435e-09,1.3393875311823573e-08,4.2011694867580293e-08
374,3.73307526068722e-08,8.17209213283821e-09,1.3433848597355809e-08,4.174015279205795e-08
375,3.6884635479176976e-08,8.159248601525043e-09,1.3116441303074713e-08,4.1754497117077815e-08
376,3.666332733907375e-08,8.139133186918384e-09,1.2987043434951555e-08,4.166423230869962e-08
377,3.6340501994270233e-08,8.103724073125091e-09,1.2780597578685817e-08,4.1651609813508196e-08
378,3.607587785392362e-08,7.863428794809883e-09,1.2778587331985083e-08,4.1567229405285063e-08
379,3.585992431144874e-08,7.967309376199485e-09,1.2544618937561044e-08,4.157601078171577e-08
380,3.5662155572605825e-08,7.875938212503886e-09,1.2508071636085857e-08,4.1356516454172736e-08
381,3.5362794092021505e-08,7.76202633964488e-09,1.2418786511625461e-08,4.111176545459268e-08
382,3.5124760097886325e-08,7.73306305887282e-09,1.22827989015392e-08,4.1026170852714025e-08
383,3.501990027043062e-08,7.899829485839358e-09,1.207159806629867e-08,4.1100957945092755e-08
384,3.44628305361446e-08,7.814766538737117e-09,1.1735074680941831e-08,4.1066704069446165e-08
385,3.4212476545182045e-08,7.787349213399993e-09,1.1592374974706573e-08,4.0963005157780764e-08
386,3.39197928117331e-08,7.702946229600679e-09,1.1464522627702053e-08,4.083667557695859e-08
387,3.373143625015173e-08,7.63148806898927e-09,1.1361990244330968e-08,4.093156298504892e-08
388,3.355295761698656e-08,7.390441546554056e-09,1.1441373384640884e-08,4.074876535486997e-08
389,3.344148776209044e-08,7.286622461495468e-09,1.1449400335614909e-08,4.067558139526394e-08
390,3.3135642146797174e-08,6.9559305659667015e-09,1.1494602523875775e-08,4.0529302106153255e-08
391,3.290572601942756e-08,6.611559493689863e-09,1.1536748483250145e-08,4.0750167421480724e-08
392,3.2551487314380055e-08,6.522997403166306e-09,1.1403721747170477e-08,4.042709694298225e-08
393,3.232188185184384e-08,6.472258527740619e-09,1.1317490333814644e-08,4.019165731749404e-08
394,3.20804407730302e-08,6.3910525879935456e-09,1.1237348095066523e-08,3.9996327400821905e-08
395,3.169565846861474e-08,6.2590089965498615e-09,1.1070310347502978e-08,3.9907113777786496e-08
396,3.098828300640352e-08,6.234661398406783e-09,1.0568423392731918e-08,3.993788745349409e-08
397,3.0792497668496486e-08,6.081377579210673e-09,1.0549485147401497e-08,3.987358395371734e-08
398,3.0308094680784685e-08,6.252916892874977e-09,1.0099457301345758e-08,3.9730979374292236e-08
399,3.025953433296932e-08,6.199504844114932e-09,1.0031795860756763e-08,4.0114473542638594e-08
400,3.005536320958149e-08,6.25190202727201e-09,9.964644515975008e-09,3.947216269179235e-08
401,3.000131849462901e-08,6.218141333341477e-09,9.966590015485593e-09,3.938230112691572e-08
402,2.983991382307795e-08,6.113429896263046e-09,9.952194775031234e-09,3.923798472268077e-08
403,2.9632784603621925e-08,5.992103009204641e-09,9.905343934936884e-09,3.9154596529295105e-08
404,2.9492661430733918e-08,5.884910045094888e-09,9.848050767358147e-09,3.933437647297139e-08
405,2.9167854844373952e-08,5.7699346562965174e-09,9.737047064883412e-09,3.911121188008013e-08
406,2.8926035609040884e-08,5.728022159055292e-09,9.620369275392394e-09,3.89574538413112e-08
407,2.8645467611818733e-08,5.68289140256903e-09,9.481494354119583e-09,3.878422944865118e-08
408,2.834724368510677e-08,5.626979211537882e-09,9.333706839759012e-09,3.863211610848042e-08
409,2.809665255829882e-08,5.5832644005795006e-09,9.22620497793131e-09,3.840165013587305e-08
410,2.789335543173969e-08,5.5753781609693844e-09,9.120934293342096e-09,3.820403382489848e-08
411,2.77833288232184e-08,5.525449152510195e-09,9.086464827111477e-09,3.815453888644816e-08
412,2.7656316243113505e-08,5.420285436833119e-09,9.09123763993311e-09,3.804332200235054e-08
413,2.749199898596225e-08,5.3563367600687674e-09,9.030573903086073e-09,3.797734251090331e-08
414,2.738442777561624e-08,5.362433691120395e-09,8.948376031929991e-09,3.7975324875167826e-08
415,2.6891834984004435e-08,5.306891475573258e-09,8.636974234648457e-09,3.7942535189558256e-08
416,2.6627199965700038e-08,5.373178696314328e-09,8.444979257293938e-09,3.768180352805197e-08
417,2.6330420405804022e-08,5.366147823273328e-09,8.268254114070436e-09,3.7499940967893014e-08
418,2.5970078141547787e-08,5.393868973453052e-09,8.049223620249535e-09,3.716123588037598e-08
419,2.5698043976042716e-08,5.424398103131544e-09,7.88640071154702e-09,3.685432942086231e-08
420,2.5324887419912852e-08,5.37540953157535e-09,7.720687302987738e-09,3.6478445616162647e-08
421,2.4818235602596924e-08,5.231395174796152e-09,7.550447826133066e-09,3.5976395951599225e-08
422,2.4613108926507522e-08,5.111568608290889e-09,7.514363442583414e-09,3.5836971892206385e-08
423,2.4092980997184926e-08,5.0402410572786094e-09,7.302970786948186e-09,3.521942832900251e-08
424,2.379012852027599e-08,5.071413531589779e-09,7.119785486289447e-09,3.4899094636943574e-08
425,2.3712638501191174e-08,5.037636956113076e-09,7.098432009654272e-09,3.4843059704362455e-08
426,2.3609910099847677e-08,5.044426293423636e-09,7.019332576435765e-09,3.4840592534010767e-08
427,2.353206769284163e-08,5.011988538575481e-09,6.985410631855103e-09,3.4845648254167363e-08
428,2.333947699228513e-08,4.914760094320898e-09,6.926011091472387e-09,3.479245030962168e-08
429,2.3075591994579125e-08,4.777799679543657e-09,6.868106456278025e-09,3.4607681042197966e-08
430,2.271065827873545e-08,4.678520828229899e-09,6.763730061507464e-09,3.413034992214358e-08
431,2.2415887972661794e-08,4.670096147982385e-09,6.62599186763122e-09,3.375177374355023e-08
432,2.202755153485578e-08,4.628994854282647e-09,6.483010597125134e-09,3.3163154425849765e-08
433,2.1801971474145677e-08,4.503862970772672e-09,6.435413479127187e-09,3.302647065414526e-08
434,2.1771633506173307e-08,4.297586291257755e-09,6.545274959277091e-09,3.31231517284173e-08
435,2.146918426773258e-08,4.2370752560024445e-09,6.388035828207404e-09,3.30234181539917e-08
436,2.1372068743009813e-08,4.17389958793892e-09,6.375491092569493e-09,3.2958177126892566e-08
437,2.130001925329876e-08,4.070555590619955e-09,6.379129545895698e-09,3.306104580669937e-08
438,2.11732436843967e-08,4.0259533473559924e-09,6.362178354031064e-09,3.283078353646679e-08
439,2.1108226678854108e-08,4.002040231937383e-09,6.351391757725013e-09,3.27280348558499e-08
440,2.1032294681201635e-08,3.963995368304543e-09,6.33438215865461e-09,3.267139952462336e-08
441,2.0943734403885493e-08,3.9217795296416784e-09,6.305341421329468e-09,3.2646481278056615e-08
442,2.0793440439683088e-08,3.832513232238928e-09,6.273672820111828e-09,3.25782576770214e-08
443,2.0652917933176717e-08,3.759111679235668e-09,6.2480288032980055e-09,3.2453732459936344e-08
444,2.0537894918537656e-08,3.7154167407484735e-09,6.208563826392201e-09,3.238719941742878e-08
445,2.036509885705734e-08,3.645691418155488e-09,6.151387160413172e-09,3.2291859507762126e-08
446,2.016422261550009e-08,3.565512456293709e-09,6.100877636015176e-09,3.209162144281773e-08
447,1.9900550089175056e-08,3.472647660140209e-09,6.031843561858172e-09,3.1795073949892004e-08
448,1.9747801515830917e-08,3.422851280039323e-09,5.950640129006999e-09,3.182963549970985e-08
449,1.954330072385444e-08,3.4129656479780533e-09,5.8637184590276085e-09,3.15362830137139e-08
450,1.9451122236934242e-08,3.4073978713264977e-09,5.81524187403828e-09,3.145848951425737e-08
451,1.9379436668396694e-08,3.4220080410775957e-09,5.774120629243177e-09,3.1342303792222786e-08
452,1.927577056266393e-08,3.4137927849348955e-09,5.72982148596235e-09,3.1207409944387596e-08
453,1.9118171627317634e-08,3.395325764611869e-09,5.645024039504821e-09,3.111974531231319e-08
454,1.9004545842485745e-08,3.3745239504890015e-09,5.575738123215225e-09,3.112974095493581e-08
455,1.8769306691541176e-08,3.3247684809030696e-09,5.4715244894340125e-09,3.09652798087272e-08
456,1.8536715279135705e-08,3.299645703672793e-09,5.381371117706072e-09,3.0639035643733064e-08
457,1.837728601951849e-08,3.2923609948693857e-09,5.2974299624148155e-09,3.049583353728522e-08
458,1.831324496013132e-08,3.2581862386789513e-09,5.285444819353558e-09,3.044351955339681e-08
459,1.8204391408485905e-08,3.222439171593764e-09,5.249584191614565e-09,3.035060934841083e-08
